Help #,Help Name,
3345,"IG006 - Inst Opdrachten",
3346,"IG007 - Inst Static",
3347,"IG008 - Inst Grootboek",
3348,"IG009 - Export Partij rol",
3349,"IG010 - Export Product",
3350,"IG011 - Export Saldi",
3351,"IG012 - Export BelegInstr",
3352,"IG013 - Export Transgeg",
3353,"IG014 - Export Opdrachten",
3354,"IG015 - Export Static",
3355,"IG016 - Export Grootboek",
3356,"IG017 - Inst Hoofd",
3357,"IG018 – Export Aanvraag",
3358,"IG019 – Inst Aanvraag",
3359,"HELAAS - Geen Help Beschikbaar",
3360,"IM001 - Users_Main_Selectie S1",
3361,"IM002 - Load from EP",
3362,"IM003 - Users_Pas_en_Pin_Sele",
3363,"IM004 - Show en wijzig S4",
3364,"IM005 - SearchGroups_Selectie",
3365,"IM007 - SecuritySearch_Select",
3366,"IM008 - WEB Security Types JK",
3367,"IM012 - WEB_OptFutOW_Selectie",
3368,"IM014 - SystemTable_main_Kies",
3369,"IM018 - Config Unix Mail",
3370,"IM019 - Password MailBox",
3371,"IM021 - WEB_Functions_Selectie",
3372,"IM025 - WEB_Maingroups_Sele",
3373,"IM027 - Show query WWW Logging",
3374,"IM028 - Connected WEB User",
3375,"IM029 - Show_Query_connected",
3376,"IM030 - Report Order Statistic",
3377,"IM031 - Users",
3378,"IM032 - Show query User",
3379,"IM033 - Query User Selected",
3380,"IM034 - Range intikken",
3381,"IM035 - WWWLogging Statist",
3382,"IM036 - View Temp Table",
3383,"IM038 - View Totals",
3384,"IM039 - View Details",
3385,"IM044 - WEB Users gegevens",
3386,"IM045 - WEB Users gegevens Pas",
3387,"IM053 - SearchGroup propertie",
3388,"IM054 - SecuritySearch proper",
3389,"IM057 - WEB OptFutOW gegevens",
3390,"IM060 - WEB Function propertie",
3391,"IM063 - WEB Main Group",
3392,"IM065 - Translate",
3393,"IM066 - Helpdesk beschikbaar",
3394,"IM068 - Generen pin/pass/user",
3395,"IM069 - Rechten Per Product",
3396,"IM071 - Rechten per Rol",
3397,"IM072 - Web AdvisorGroups",
3398,"IM073 - Web AdvisorGroups",
3399,"IM074 - Rechten per AdvGroups",
3400,"IM075 - WEB Profile properties",
3401,"IM078 - WEB Users Main",
3402,"IM079 - WEB users Gener Pas Pi",
3403,"IM080 - MNU-Delete WWWSID via",
3404,"IM082 - WEB Profiles",
3405,"IM081 - WEB Profile details fo",
3406,"IM083 - Maximum Amount",
3407,"IM084 - Onderhoud Kanalen",
3408,"IM085 - Rapport Kanalen",
3409,"ALG006 - Gegevens zoeken",
3410,"ALG001 - Raadplegen gegevens",
3411,"HELAAS - Geen Help Beschikbaar",
3412,"OA081 - WIN-SecurityGroepen",
3413,"OA091 - WIN-Handelsfase",
3414,"HELAAS -Geen Help gedefinieerd",
3415,"KD001 - Doorbelastingstabel.",
3416,"KD003 - Hand aanpassen Basis",
3417,"KD004 - Berekening basisgegev",
3418,"KD005 - Bepalen doorbel.",
3419,"KD006 - Handmatig aanpassen",
3420,"KD007 - Berekening doorbelast",
3421,"KD008 - Genereren transacties",
3422,"KD012 - IMVG Provisie uitkere",
3423,"KD013 - Rente Sharing",
3424,"KD014 - Overz. Interm. Vergoe",
3425,"KD017 - Rapp. Interm. Vergoe",
3426,"KD018 - Overz. Int.Verg Detail",
3427,"KD019 - Actieprovisie",
3428,"KD020 -DefaultServiceCategorie",
3429,"KD021 -IMVG Voorschot invoeren",
3430,"KD022 -IMVG Voorschot boeken",
3431,"KD023 -IMVG Correctie invoeren",
3432,"KD024 -IMVG Arrangements Prov.",
3433,"KD025 -Boek Intermediair Prov.",
3434,"KD026 -Rapp.Overzicht Vergoed.",
3435,"KD027 - Verwerking corrigeren",
3436,"ALG006 - WIN-Status Aanvragen",
3437,"HELAAS - Geen Help Beschikbaar",
3438,"LO003 - STAM-Patchnummers",
3439,"LO004 - STAM-Application list",
3440,"LO005 - LOG-WijzigenVersie",
3441,"LO006 - UTIL- Modulecode De/ac",
3442,"HELAAS - Geen Help Beschikbaar",
3443,"MA001 - Opstarten berek. bat",
3444,"MA002 - Corrigeren",
3445,"MA003 - OBLI-Proeflijst",
3446,"MA004 - Opstarten Boeken bat",
3447,"MA005 - Verwijder Margin deta",
3448,"MA006 - Margin Factoren",
3449,"MA007 - Opgeven cover",
3450,"MA008 - Instellingen Margin",
3451,"MA009 - Margin rapport",
3452,"MA010 - OBLI-Overdekking",
3453,"MA011 - UTIL-Sel-Tekortenlijst",
3454,"MA012 - UTIL-Sel-Best.ruimte",
3455,"MA016 - Berekenen marginfacto",
3456,"MA017 - Rapportage Margin",
3457,"MA018 - Koppeltabel CrosMargin",
3458,"HELAAS - Geen Help Beschikbaar",
3459,"MC001 - Monitoring",
3460,"MC002 - Batchopdrachten",
3461,"MC003 - Batchopdrachten",
3462,"MG001 - InlezenBestandFondsen",
3463,"MG002 - MNU-ConIngelezeFondsen",
3464,"MG003 - DSP-IngelezBestFondsen",
3465,"MG004 - MNU-VerwIngelezFondsen",
3466,"MG005 - MNU-RapVerwIngeleFdsen",
3467,"MG006 - MNU-FoutVerwFondsen",
3468,"MG007 - DISP-LogVerwFondsen",
3469,"MG008 - MNU-Instellingen",
3470,"MG009 - INS-Stukkeposities con",
3471,"MG010 - INV-Inlezen st.positie",
3472,"MG011 - INV-Verw stuk.posities",
3473,"MG012 - INS-Geldsaldi conv",
3474,"MG013 - INV-Inlezen geldsaldi",
3475,"MG014 - INV-Verw geldsaldi",
3476,"MG015 - WIN-Shiftselectie",
3477,"MG016 - WIN-Rek.selectie",
3478,"MG017 - WIN-Fondsselectie",
3479,"MG018 - WIN-Depotselectie",
3480,"MG019 - INV-Samenvatting afdru",
3481,"MG020 - INV-Rapport afdru",
3482,"MG021 - INV-Display",
3483,"MG022 - SUB-Disp/ Rap-Det",
3484,"MG023 - MNU-InlezenBestRelatie",
3485,"MG024 - MNU-ContrIngeleRelatie",
3486,"MG025 - DSP-IngelezRelaties",
3487,"MG026 - MNU-InlezenBestdRek",
3488,"MG027 - MNU-ContrIngelezenRek",
3489,"MG028 - DSP-BrowseIngelezenRek",
3490,"MG029 - MNU-InlezenBesdKpRelRe",
3491,"MG030 - MNU-ContKopplingRelRek",
3492,"MG031 - DSP-BrokpplingRelRek",
3493,"MG032 - MNU-InlezBestandOnDo",
3494,"MG033 - MNU-ConIngelezenOnlDo",
3495,"MG034 -DSP-BroIngelezenOnlDo",
3496,"MG035 - MNU-InlezBestandServiP",
3497,"MG036 - MNU-ConIngelezenServP",
3498,"MG037 - DSP-BroIngelezenServP",
3499,"MG038 - MNU-Verwe.Rek.",
3500,"MG039 - MNU-RapVerwerk.Rek",
3501,"MG040 - DSP-Interface/con log",
3502,"MG041 - Shift afkeuren",
3503,"MG042 - Verwerken per Bel O",
3504,"MG043 - Valideren per Bel O",
3505,"MG044 - Display/ Rap.(pbo) HDR",
3506,"MG045 - Display/ Rap.(pbo) DTL",
3507,"MG046 - Display/ Rap.(pbo) LOG",
3508,"MG047 - Inlezen Per Bel O",
3509,"MG048 - Handmatig BE> Klant ID",
3510,"MG049 - Handmatig REK>Klant ID",
3511,"MG050 - RapOntdubbeling",
3512,"MG051 - BijwerkenBlokkades",
3513,"MG052 - Instellingen Relaties",
3514,"MG053  -BijwerkRapNaam",
3515,"MG054 - Instellingen Per.BGS",
3516,"MG055 - Inlezen Hist. Perf.",
3517,"MG056 - Control  Hist Perf.",
3518,"MG057 - Verwerk Hist Perf.",
3519,"MG058 - Disp Ingelezen Hist pe",
3520,"MG059 -Disp Foutlog His Perf",
3521,"MG060 -Afdr Foutlog His Perf",
3522,"mg061-Inlezen CC",
3523,"mg062-Controle CC",
3524,"mg063-Disp CC",
3525,"mg064-InlezenPeriodBetaling",
3526,"mg065-ControlePeriodBetaling",
3527,"mg066-VerwerkPeriodBetaling",
3528,"mg067-InlezenBelasteBetaling",
3529,"mg068-ControleBelasteBetaling",
3530,"mg069-VerwerkBelasteBetaling",
3531,"mg070-InstPeriodBetaling",
3532,"mg071-InstBelastBetaling",
3533,"MG072 - InlezenBestandWerkever",
3534,"MG073 - ControleInlezenWerkgev",
3535,"MG074 - DSP-BrowseInglznWerkg",
3536,"MG075 - InlezenBstndProdPContr",
3537,"MG076 - ControleInlznProdPCont",
3538,"MG077 - DSP-BrowseInglznProdPC",
3539,"MG078 - VerwerkenWerkgevers",
3540,"MG079 - RapVerwerkWerkgevers",
3541,"MG080 - Verrijken rel/rek",
3542,"MG081 - Exporteren relatie geg",
3543,"MG082 - Aanm. export bestanden",
3544,"MG083 - Aanmaken periodieken",
3545,"MG084 - Overboeken geld",
3546,"MG085 - Sluiten rekeningen",
3547,"MG086 - Blokkeren wwwusers",
3548,"MG087 - Instellingen beeindig.",
3549,"MG088 - Omcodering migratie",
3550,"MG089 - Handm. Kopp.Relaties",
3551,"MG090 - Aanmaken Koppeltabel",
3552,"MG091 - RapportageGekop.Holder",
3553,"MG092 - Aanm. export geldsaldi",
3554,"MG093 - Aanm. XML806",
3555,"MG094 - Aanm. export fsv",
3556,"MG095 - Inlezen fsv",
3557,"MG096 - Controle ingelezen fsv",
3558,"MG097 - Verwerk ingelezen fsv",
3559,"MG098 - Aanm. BEW",
3560,"MG099 - Export BEW",
3561,"MG100 - Inlezen BEW",
3562,"MG101 - Controle BEW",
3563,"MG102 - Verwerken BEW",
3564,"MG103 - Export Hypotheek",
3565,"MG104 - Aanm. Export Hypotheek",
3566,"MG105 - Inlezen Hypotheek",
3567,"MG106 - Controle Hypotheek",
3568,"MG107 - Verwerken Hypotheek",
3569,"MG108 - Export Period Betaling",
3570,"MG109 - Aanm. Exp. P. Betaling",
3571,"MG110-Overboeken stukken",
3572,"MG111-Export stukken",
3573,"HELAAS - Geen Help Beschikbaar",
3574,"MO001 - Display applications",
3575,"MO002 - Service/Server",
3576,"MO003 - Engine properties",
3577,"MO004 - Print Queue",
3578,"MO005 - Request properties",
3579,"MO007 - View Host Req Summary",
3580,"MO009 - Logging Directory",
3581,"MO017 - Actieve Monitoring",
3582,"HELAAS -Geen Help Gedefinieerd",
3583,"OA008 - Ordertellers op nul",
3584,"OA020 - Orders invoeren",
3585,"OA021 - Invoer Order",
3586,"OA026 - Orders Beheren",
3587,"OA029 - Uitvoeringen (ondh.)",
3588,"OA030 - Orderinformatie raadpl",
3589,"OA031 - Statusverloop",
3590,"OA032 - Uitvoeringen",
3591,"OA033 - Orders",
3592,"OA034 - Orderhistorie",
3593,"OA035 - Display order",
3594,"OA046 - Avondprocedure",
3595,"OA048 - Rapportage Statusverlo",
3596,"OA050 - Rapportage Ordhistorie",
3597,"OA051 - Rapp Opgevoerde Fondse",
3598,"OA054 - Rapport Optie posities",
3599,"OA058 - Rapp lopende ord. exp",
3600,"OA059 - Exception Rapport",
3601,"OA060 - Onderhoud Emissie",
3602,"OA061 - Emissie inschrijvingen",
3603,"OA063 - Toonb Emissie Heropene",
3604,"OA065 - Toewijzingsdetails",
3605,"OA066 - Toewijzen Inschrijving",
3606,"OA067 - Emissie Afsluiten",
3607,"OA068 - Emissie Verwijderen",
3608,"OA069 - Inschrijvingsregister",
3609,"OA070 - Emissie Inschrijvingen",
3610,"OA071 - Blok. Fondsen Per Type",
3611,"OA073 - Brieven",
3612,"OA073 - Print via Client.Rapp.",
3613,"OA074 - Roy. lopende orders",
3614,"OA075 - Cont. dr te boek actie",
3615,"OA076 - Genereren verzamelorde",
3616,"OA085 - Interport ber. raadpl",
3617,"OA086 - Handm afh Outbound Int",
3618,"OA088 - Inst. distributiekanaa",
3619,"OA092 - Pro forma nota generer",
3620,"OA094 - Rapp Statusverloop His",
3621,"OA095 - Rapp Orderstat/aantal",
3622,"OA098 - Brieven rel. genereren",
3623,"OA100 - Brieven",
3624,"OA103 - Overzicht variabelen",
3625,"OA105 - Brieven (tekstregels)",
3626,"OA116 - Display ExterneValid",
3627,"OA118 - Overzicht FX",
3628,"OA119 - Selectie Overzicht FX",
3629,"OA120 - Invoer FX",
3630,"OA121 - Invoer Serie FX Sel",
3631,"OA122 - Invoer Serie FX Detail",
3632,"OA123 - Invoer Serie FX Check",
3633,"OA124 - Wijzig FX",
3634,"OA125 - Koers FX",
3635,"OA126 - Koers Selectie FX Sel",
3636,"OA127 - Koers Selectie FX Detl",
3637,"OA128 - Verwijder FX",
3638,"OA129 - Rescontreren FX",
3639,"OA130 - Doorrollen FX",
3640,"OA132 - Genereren XML SWIFT MT",
3641,"OA133 - Rapport SWIFT XML",
3642,"OA135 - Menu informatie",
3643,"OA136 - Modificatie gegevens",
3644,"OA137 - Kies default/cl_groep",
3645,"OA138 - Overzicht posities",
3646,"OA139 - Rapportages Orders",
3647,"OA140 - Statistiek",
3648,"OA141 - Uitgevoerde orders",
3649,"OA142 - Fonds Selecteren",
3650,"OA143 - Display Brief",
3651,"OA144 - Display Emissies",
3652,"OA145 - Niet geplaatste orders",
3653,"OA146 - Instellen Refreshtijd",
3654,"OA147 - Wijziging Order Bevest",
3655,"OA148 - Combinatie order",
3656,"OA149 - Switch order",
3657,"OA150 - Franse oblies omrekene",
3658,"OA151 - Handm. Afh. FIX",
3659,"OA152 - Limiet onderhoud",
3660,"ALG006 - Gegevens zoeken",
3661,"HELAAS - Geen Help Beschikbaar",
3662,"OC001 -",
3663,"HELAAS - Geen Help Beschikbaar",
3664,"PR-Print from queue",
3665,"HELAAS -Geen Help Gedefinieerd",
3666,"PM016 - Fondsposities",
3667,"PM017 - Posities opties/future",
3668,"PM018 - Dividenden",
3669,"PM019 - Rente en aflossing",
3670,"PM020 - Posities per relatie",
3671,"PM021 - Rap Posities per fonds",
3672,"PM022 - Posities per fonds",
3673,"PM024 - Rap performance/period",
3674,"PM026 - Pos overz op bel.ins.t",
3675,"PM027 - Pos overz op fondscode",
3676,"PM028 - Rap Mutatieoverzicht",
3677,"PM029 - Rap Vermogensanalyse",
3678,"PM030 - Rap Waardestaten",
3679,"PM031 - Rap risico afdekking",
3680,"PM032 - Rap risico afd(valuta)",
3681,"PM033 - Rap Courtage",
3682,"PM034 - Rap trans (relaties)",
3683,"PM035 - Rap Trans (tegenp.)",
3684,"PM036 - Overzicht transacties",
3685,"PM038 - Rekening-courant saldi",
3686,"PM040 - Openstaande postenlijs",
3687,"PM041 - Afdekken VV posities",
3688,"PM042 - Valutaire saldi",
3689,"PM043 - Rap Dekkingsoverzicht",
3690,"PM044 - Rap losbaarstellingen",
3691,"PM045 - Rap uitgelote posities",
3692,"PM046 - Vervalkalender deposit",
3693,"PM047 - Vervalkalender FX-cont",
3694,"PM048 - Kredietwaardigheid reg",
3695,"PM051 - Indienen aanvraag",
3696,"PM052 - Fondsenstaat matching",
3697,"PM053 - Verw fondsenstaten",
3698,"PM054 - Externe Fondsenstaatco",
3699,"PM055 - Custodians",
3700,"PM059 - Ond MP Asset-mixes",
3701,"PM060 - Indeling bel. instr.",
3702,"PM061 - Duration staffel",
3703,"PM062 - Ond model portefeuille",
3704,"PM064 - Pos relatie bekijken",
3705,"PM072 - Pos fonds bekijken",
3706,"PM073 - Fondspos opties/future",
3707,"PM077 - Modelportefeuille defi",
3708,"PM080 - Aanvraag fondsenstaat",
3709,"PM082 - Pos per recommendatiec",
3710,"PM083 - Reconc stukkenposities",
3711,"PM084 - Transactieoverzicht",
3712,"PM085 - Trans per transdatum",
3713,"PM086 - Trans statistiek",
3714,"PM087 - Modelport. en bel.prof",
3715,"PM088 - Reconc optie/fut pos",
3716,"PM089 - Export Loan vs Value",
3717,"PM090 - Rap Port buiten bandbr",
3718,"PM091 - Blokkade Belegg.hypoth",
3719,"PM092 - Amortisatie Export",
3720,"PM093 - Amortisatiegegevens",
3721,"PM094 - Omschrijving Belprof",
3722,"PM103 - Ond modelport belgiro",
3723,"PM104 - Disp Modelport BelGiro",
3724,"PM105 - Rap Modelport BelGiro",
3725,"PM106 - Verw Modelport BelGiro",
3726,"PM109 - Hist Modelconversie",
3727,"PM110 - Inv/Uit Modelconversie",
3728,"PM111 - Rap Stichtingadmin.",
3729,"PM112 - Sel Prod BGS Stichting",
3730,"PM113 - Sel Rap Leningenoverz",
3731,"PM114 - Sel Rap Overstand/Kred",
3732,"PM117 - Performance Rapport",
3733,"PM118 - Ond Schaduwdep/profiel",
3734,"PM119 - Zoeken gegevens",
3735,"PM121- Import Modelportefeuill",
3736,"PM122 - Schonen Hist. MP2",
3737,"PM123 - Koppeling assetclass",
3738,"PM126 - Out of Strategy list",
3739,"PM127- Overzicht Rekeningen",
3740,"PM128- Geforceerde vrijgave",
3741,"PM129- Herblokkeren segmenten",
3742,"PM130- Vrijval segmenten",
3743,"PM131- Details",
3744,"PM132- Mutaties per rekening",
3745,"PM133- Segmentenbeheer",
3746,"PM134- Mutaties per segment",
3747,"PM135- Correctie segmenten",
3748,"PM136-Herwaardering BGS",
3749,"PM137-Genereren BR. Comp.",
3750,"PM138-Rapportage BR. Comp.",
3751,"PM144-Categorie beleggingsprof",
3752,"PM145-Onderhoud beleggingsprof",
3753,"PM146-FSS Rapport",
3754,"PM147-Transfer uit lijst",
3755,"PM148-Schatting eff. krediet",
3756,"PM149-Spreiding vd dekking",
3757,"PM150-Performance measurement",
3758,"PM151-Compliance rapportage",
3759,"PM152-Transacties tbv SASI",
3760,"PM153-jaaroverz dividenden",
3761,"PM154-Export BGS transacties",
3762,"PM155-Valutaire Saldi (rek.)",
3763,"PM156-Recapitulatie overzicht",
3764,"PM157-Short posities met o.w.",
3765,"PM158-Basse overzicht",
3766,"PM159-Notaverslag",
3767,"PM160-Vermogenswrde dekking",
3768,"PM161-Dekkingsoverzicht DNB",
3769,"PM162-Totalen VV in BV",
3770,"PM163-Managementinfo lijst",
3771,"PM164-Totalen VV op rek.valuta",
3772,"PM165-CashFlow",
3773,"PM166-Dagelijkse rapporten",
3774,"PM167-Derivaten posities",
3775,"PM168-Geldmutaties",
3776,"PM169-Posities per Verdrag",
3777,"PM170-Geldsaldi per Clientgroe",
3778,"PM171-Exporteren Geldmutaties",
3779,"PM172-DNB n.g. kredietruimte",
3780,"PM173-Balans rapportage",
3781,"PM174-Optie Balansgegevens",
3782,"HELAAS - Geen Help Beschikbaar",
3783,"PP003 - Bewloon Invoer Bereken",
3784,"PP004 - Bewloon Wijzigen",
3785,"PP006 - Bewloon Invoer Rapport",
3786,"PP007 - Bewloon Verwerken",
3787,"PP008 - Bewloon Wijzign Status",
3788,"PP012 - Bewloon Verwijderen",
3789,"PP014 - Rente Berekenen",
3790,"PP015 - Rente Berekeningslijst",
3791,"PP016 - Rente Boeken",
3792,"PP017 - Rente-Per Jaar",
3793,"PP018 - Rente Per Rekening",
3794,"PP019 - Online gedeelte",
3795,"PP020 - Rente Herberekenen",
3796,"PP021 - GTS-Muteer Select.geg.",
3797,"PP022 - GTS-Bepaal Losbre Pos.",
3798,"PP023 - GTS-Muteer Losbre Pos.",
3799,"PP024 - GTS-Aanmaak losbaarst.",
3800,"PP025 - Aanmaak Aflossingen",
3801,"PP029 - Printen Rentestaffels",
3802,"PP030 - Controlelijst",
3803,"PP031 - Verzamelen Renseigner",
3804,"PP032 - Detailgegevens",
3805,"PP033 - Rapportage Detailgeg.",
3806,"PP034 - Comprimeren Gegevens",
3807,"PP035 - Rapportage Totalen",
3808,"PP037 - Aanmaken Werkbestand",
3809,"PP038 - Verwijderen Gegevens",
3810,"PP039 - Verbandscontrole",
3811,"PP040 - Aanmaken ASCII Bestand",
3812,"PP041  Display Werkbestand",
3813,"PP042  - Controleren Clienten",
3814,"PP044 - Exp. Actieve Adviseur",
3815,"PP045 - Export Tellingen beurs",
3816,"PP046 - Schoon Tellingen Beurs",
3817,"PP048 - Deposito's Spaargeld",
3818,"PP050 - Verbandscontrole",
3819,"PP051 - Aanmaken ASCII MIDAS",
3820,"PP052 - Afkoopsom schijven",
3821,"PP053 - Afkoopsom rapportage",
3822,"PP054 - Afkoopsom berekening",
3823,"PP055 - Afkoopsom verzamelen",
3824,"PP056 - Afkoopsom muteren",
3825,"PP057 - Deposito's per relatie",
3826,"PP058 - PENB rapportage",
3827,"PP059 - WI rapportage",
3828,"PP060 - WE rapportage",
3829,"PP061 - Export Bewaarinstel",
3830,"PP062 - DOS DOK rapportage",
3831,"PP063 - Export Clearingmember",
3832,"PP064 - Schonen DRA bestanden",
3833,"PP065 - Fondsen zonder ISIN",
3834,"PP066 - DNB Rapportage",
3835,"PP068 - Verwijderen prof. rent",
3836,"PP069 - Aanmaken werkbestand",
3837,"PP070 - Display werkbestand",
3838,"PP071 - Aanmaken XML bestand",
3839,"PP072 - Verbandscontrole",
3840,"PP073 - Verbandscontr. per rek",
3841,"PP091 - Verzamelen geg. Rens.",
3842,"PP092 - Muteren geg. Rens.",
3843,"PP093 - Bereken rente op saldi",
3844,"PP094 - Bereken rente op depos",
3845,"PP095 - Verzamelen saldi ggvns",
3846,"PP096 - Aanmaken DGS export",
3847,"PP097 - DRA instellingen",
3848,"PP098 - Aansluitcontrole VIA",
3849,"PP099 - BWLN BI Onderhoud",
3850,"PP100 - BWLN BI Rapportage",
3851,"PP101 - BWLN BI Verwijderen",
3852,"PP102 - BWLN Rel Onderhoud",
3853,"PP103 - BWLN Rel Rapportage",
3854,"PP104 - BWLN Rel Verwijderen",
3855,"PP105 - BWLN Toeslag Onderhoud",
3856,"PP106 - DRA Bep. Beginpositie",
3857,"PP107 - DRA Bep. Pos. Boekmaan",
3858,"PP108 - VIA Rapportage Detail",
3859,"PP109 - Vert. bewaarlooncatgr.",
3860,"PP110 - Rapportage berekenings",
3861,"PP111 - Rentestaffels herstl.",
3862,"PP112 - Onderhoud GTS",
3863,"PP113 - Onderhoud GTS details",
3864,"PP114 - Rapportage GTS",
3865,"PP115 - Muteer losbare positie",
3866,"PP116 - Onderhoud losbare pos",
3867,"PP117 - Rapportage losbare pos",
3868,"PP118 - Maling aandeelhouders",
3869,"PP119 - Aanmaken mailing",
3870,"PP120 - Aanmaken voting",
3871,"PP121 - Berekenen afkoopsommen",
3872,"PP122 - AENB-rapportage",
3873,"PP123 - Mut. Disp. DGS",
3874,"PP124 - Rapport. DGS-Kentallen",
3875,"PP125 - ProFormaRenteBerekenen",
3876,"PP126 - ProFormaRenteBoeken",
3877,"HELAAS -Geen help gedefinieerd",
3878,"RB001 - Clientgroepen",
3879,"RB002 - Defaults per Relatie",
3880,"RB003 - Defaults per Rekening",
3881,"RB004 - Geldrekening",
3882,"RB005 - Stukkenrekening",
3883,"RB006 - Bewaarplaats",
3884,"RB007 - Default Rekening Form",
3885,"RB008 - Rekeninggroepen",
3886,"RB009 - Verkorte Relatie",
3887,"RB010 - Onderhoud Relaties",
3888,"RB036 - Menu online dossier",
3889,"RB037 - Overeenkomsten",
3890,"RB038 - Uitstaande verplichti",
3891,"RB039 - Online dossier",
3892,"RB040 - Correspondentie",
3893,"RB041 - Ontvangen zekerheden",
3894,"RB043 - Adviseurs Gegevens",
3895,"RB044 -Totale blokkering",
3896,"RB045 - DistributieKanalen",
3897,"RB046 - Rechten per adviseur",
3898,"RB047 - Aanbrengers",
3899,"RB048 - Clientgroep per advis",
3900,"RB049 - Relatie/renteafsprak",
3901,"RB050 - Bankgiro formulieren",
3902,"RB051 - Ontbr.Opt./Fut.contr",
3903,"RB052 - Clienten per Clientg",
3904,"RB053 - Rekening per Rekening",
3905,"RB054 - Rapport Kredietfacilit",
3906,"RB055 - Rapport Relaties",
3907,"RB056 - Rap. Online Dossier",
3908,"RB057 - Verwijderde Relaties",
3909,"RB058 - Toegestane Printers",
3910,"RB061 - Waardestaat-tekst",
3911,"RB062 - Remisiers",
3912,"RB071 - SUB-Effectenkrediet",
3913,"RB072 - Diverse verklaringen",
3914,"RB073 - Overzicht Stockcode",
3915,"RB074 - Relatie categorieen",
3916,"RB075 - Export NAW",
3917,"RB076 - Depotmarge-Relaties",
3918,"RB077 - Vervangen Expiratieda",
3919,"RB078 - Transactieprofiel",
3920,"RB079 - Totalen",
3921,"RB080 - Onderhoud profielen",
3922,"RB081 - Onderhoud Trns.Profiel",
3923,"RB082 - Display Trans.Profiel",
3924,"RB083 - Rapport Trans.Profiel",
3925,"RB084 - Verwijdr Trans.Profiel",
3926,"RB085 - Afwijking. Trans. Pro",
3927,"RB086 - Overschrijding jaarpr",
3928,"RB087 - Afwijking verklaring",
3929,"RB088 - Cliëntprofiel",
3930,"RB089 - Profiel en Benchmark",
3931,"RB090 - Commerciele Ondersteun",
3932,"RB091 - Profielen Onl. Dossie",
3933,"RB092 - Intermediair groep",
3934,"RB093 - Intermediair groep",
3935,"RB094 - Rap.Intermediair groep",
3936,"RB095 - Display Producten",
3937,"RB096 - Intermediair groep",
3938,"RB097 - Online dossier Bewind",
3939,"RB098 - NAW- dump",
3940,"RB100 - Producten",
3941,"RB102 - Documentomschrijvingen",
3942,"RB103 - Documentregistratie",
3943,"RB104 - Document per product",
3944,"RB105 - Groeilijn Gegevens",
3945,"RB107 - Producten BGS",
3946,"RB108 - Export_Client_Info",
3947,"RB109 - Product/Fondsen per Pr",
3948,"RB110 - Product/Modelport.",
3949,"RB114 - Rapp.Ontbrekend Doc",
3950,"RB116 - Product/Fiattering",
3951,"RB118 -Onderh.Kredietinstituut",
3952,"RP119 - Kredietinstituut",
3953,"RB120 - Rapp. Kredietinstituut",
3954,"RB121 - Verw. Kredietinstituut",
3955,"RB122 - Wijzig Extern Rek.nr.",
3956,"RB124 - Onderhoud Aanvragen",
3957,"RB125 - Toon Aanvragen",
3958,"RB128 - VRI-Rekeningen",
3959,"RB130 - Relatie",
3960,"RB131 - En/of relatie",
3961,"RB132 - CRM Notities Adviseur",
3962,"RB133 - New aanvraagnummer",
3963,"RB134 - Import/Mutatie Tabel",
3964,"RB135 - Product/BGS/Internet",
3965,"RB136 - OverboekenStukken",
3966,"RB138 - Matrix Kennis Ervaring",
3967,"RB139 - Product/BGS/Periodiek",
3968,"RB140 - Export NAW Blacklist",
3969,"RB141 - Holders per product",
3970,"RB142 - Holder toevoegen",
3971,"RB143 - Serv.profiel Product",
3972,"RB144 - Rapp Relatie/Holder",
3973,"RB145 - Econ.Beg/Gemachtigde",
3974,"RB146 - Vermogen gegevens",
3975,"RB147 - IBAN instellingen",
3976,"RB148 - Rapportage Aanvragen",
3977,"RB149 - Schonen Aanvragen",
3978,"RB150 - RelatieClusters",
3979,"RB151 - RelatieClusters",
3980,"RB152 - RapportRelatieClusters",
3981,"RB153 - RelatieClusters",
3982,"RB156 - Verzenddagen",
3983,"RB157 - Verzenddagen",
3984,"RB158 - Verzendperiode",
3985,"RB159 - InitialiseerVerzenddag",
3986,"RB160 - InitialiseerFrequentie",
3987,"RB161 - Raadplegen Gegevens",
3988,"RB162 - Verwijderen Gegevens",
3989,"RB163 - Rapportage Gegevens",
3990,"RB164 - Converteren Gegevens",
3991,"RB165 - Zoeken Gegevens",
3992,"RB166 - Historie Conversies",
3993,"RB167 - Aanvr.Sparen/Onderhoud",
3994,"RB168 - Aanvr.Sparen/Selectie",
3995,"RB169 - Aanvr.Sparen/Zoeken",
3996,"RB170 - Aanvr.Sparen/Details",
3997,"RB171 - Aanvr.Sparen/Statusovz",
3998,"RB172 - Aanvr.Sparen/Statuswzg",
3999,"RB173 - Aanvr.Sparen/StatsZoom",
4000,"RB174 - Aanvr.BestaandeKlanten",
4001,"RB176 - VRI/Legitimatie",
4002,"RB177 - Aanvr.Sparen/Storting",
4003,"RB178- RappStatusAanvragenISR",
4004,"RB182- VerkorteIntermediairInv",
4005,"RB184 - Display Relaties",
4006,"RB185 - Verwijderen Relaties",
4007,"RB186 - Relatie Correcties",
4008,"RB187 - Conversie Relatienr.",
4009,"RB188 - Verwijderen Rekeningen",
4010,"RB189 - Rekening Correcties",
4011,"RB190 - Conversie Rekeningnr.",
4012,"RB191 - Display Totale Blokk.",
