Help #,Help Name,
1409,"Display Geldrekeningen S28",
1410,"transacties geldrekeninge S29",
1411,"Menu spreidingsoverzichte S30",
1412,"Spreidingsoverzicht S31",
1413,"Selectie branche S36",
1414,"Sorteer_0 Posities S44",
1415,"Sorteer_0 Posities (Produ S45",
1416,"Sorteer_1 Posities S47",
1417,"Sorteer_1 Posities (Produ S48",
1418,"Sorteer_2 Posities S50",
1419,"Sorteer_2 Posities (Produ S51",
1420,"Sorteer_3 Posities S53",
1421,"Sorteer_3 Posities (Produ S54",
1422,"Sorteer_4 Posities S56",
1423,"Sorteer_4 Posities (Produ S57",
1424,"Branche S59",
1425,"Sorteer_4 Posities/Branch S60",
1426,"Branche (Product) S61",
1427,"Sorteer_4 Pos./Bran. (Pro S62",
1428,"Performance overzicht S68",
1429,"Historie per depot S71",
1430,"Historie per periode S72",
1431,"Zoek Fonds Performance Ov S73",
1432,"Performance overzicht(pro S75",
1433,"Historie per depot S79",
1434,"Historie per periode S80",
1435,"Zoek Fonds S81",
1436,"Zoek String S82",
1437,"Toon resultaat S83",
1438,"OA/IM-Niet-gefiatt. relat",
1439,"invoer uitvoeringen S1",
1440,"Doorgaan? Oude ingev. ord S1",
1441,"1Doorgaan? Beurs is geslo S2",
1442,"1Melding: Beurs is byna g S3",
1443,"2Doorgaan? Beurs is geslo S4",
1444,"3Doorgaan? Beurs is geslo S5",
1445,"Niet obli. direct S1",
1446,"Niet obli. Aut/Hand S2",
1447,"Obli's direct S3",
1448,"Obli's Aut / Hand S4",
1449,"OA/DD-Fintegrator details",
1450,"SingleOrderNew (MsgType 1 S1",
1451,"Meer info S2",
1452,"SingleOrderCancReq (MsgTy S3",
1453,"ExecutionReport (MsgType S4",
1454,"Meer info S5",
1455,"Nog Meer info S6",
1456,"OrderCancelReject (MsgTyp S7",
1457,"BusinessMsgReject (MsgTyp S8",
1458,"OrdCancelReplReq (MsgType S9",
1459,"Meer info S10",
1460,"CombiOrderNew (MsgType 9) S11",
1461,"Meer info S12",
1462,"CombiCancelRequest (MsgTy S13",
1463,"Meer info S14",
1464,"CombiCancelReject (MsgTyp S15",
1465,"CombiExecReport (MsgType S16",
1466,"Meer info S17",
1467,"CombCancelReplReq(MsgType S18",
1468,"Meer info S19",
1469,"TCS Declaration (MsgType S20",
1470,"TCS Canc. Req (MsgType 21 S21",
1471,"TCS Rejec notice (MsgType S22",
1472,"OA/DD-Fintegrator bericht",
1473,"Foutomschrijvingen S1",
1474,"SUB-SelectieRelaties",
1475,"RAPS-Positie overz. comme",
1476,"MAIL-Inhoud S3",
1477,"WIN-Arrangement provisies",
1478,"WIN-Ratings",
1479,"WIN-Index per fonds",
1480,"WIN-Branches",
1481,"WIN-Branchegroep",
1482,"WIN-Modelportefeuilles",
1483,"WIN-Beleggingsprofielen",
1484,"Koers Identificaties S1",
1485,"WIN Error/Warning",
1486,"WIN-Verzamelrelaties",
1487,"Online Login S1",
1488,"TestPurposeOnly S3",
1489,"Disp Geldrekeningen S1",
1490,"Display transacties S2",
1491,"Disp Geblokkeerd geld S3",
1492,"Disp Geldbatch S5",
1493,"Disp Lopende orders S6",
1494,"Disp Dekkingswaarde Port S7",
1495,"Niet doorgeboekte transac S8",
1496,"Geblokkeerde stukken S9",
1497,"Disp Baisseposities S10",
1498,"Disp Margin gegevens S11",
1499,"Disp Obligo S14",
1500,"Closing resultaat S15",
1501,"Closing resultaat Prod S16",
1502,"Disp Futures S17",
1503,"Closing resultaat S18",
1504,"Bijstelling S19",
1505,"Disp Garanties Ontvangen S20",
1506,"Browse - FIATTERING_LOG",
1507,"Browse - WERKBESTAND",
1508,"Browse - GELD_WERKBESTAND",
1509,"Browse - POSITIE_WERKBEST",
1510,"Browse - KOSTEN_WERKBESTA",
1511,"Browse - TEMP_MARGIN_WB_S",
1512,"Browse - TEMP_AP_WERKBEST",
1513,"Browse - RELATIE_FIATTERI",
1514,"Browse - FIATTERING_BEDRA",
1515,"Browse - TE_DOORLOPEN_REK",
1516,"Display hoofdlijnen S12",
1517,"Display detail gegevens S13",
1518,"Enkl. Display lopende ord S15",
1519,"Comb. Display lopende ord S16",
1520,"Enkl gemuteerde ordergeg S18",
1521,"Comb. Display lopende ord S19",
1522,"Browse - TABELGEGEVENS",
1523,"BrowseS - BELEGGINGSINSTR",
1524,"BrowseS - BEL.INSTR Deel S1",
1525,"BrowseS - CLIENTEN",
1526,"BrowseS - CLIENTEN - Deel S1",
1527,"BrowseS - REKENINGEN",
1528,"Browse - MUNTSOORTEN",
1529,"BrowseS - TRANSAKTIES",
1530,"BrowseS - TRANSAKTIES - D S1",
1531,"BrowseS - KOERSEN",
1532,"Browse - RENTESCHEMAS",
1533,"Browse - SCHEMAS",
1534,"BrowseS - AKTUELE_POSITIE",
1535,"Browse - KOERSKODES",
1536,"Browse - TABELLEN_UITGEBR",
1537,"Browse - WEGINGSFACTOREN",
1538,"BrowseS - OPENSTAANDE_POS",
1539,"Browse - BELEGGINGSADVISE",
1540,"Browse - RENTE_AFSPRAKEN",
1541,"Browse - DEPOT_BELEG_INST",
1542,"Browse - TABELGEG_VERTAAL",
1543,"Browse - RELATIECATEGORIE",
1544,"Browse - DEPOT_RELATIE",
1545,"Browse - TRANS_OMSCHRIJVI",
1546,"Browse - ADVISEUR_DISTR_K",
1547,"Browse - GROOTBOEKREKENIN",
1548,"Browse - WERKBESTAND",
1549,"Browse - PROVTABHEADER",
1550,"Browse - SCHALEN_TABEL",
1551,"Browse - PRINTERS_ADVISEU",
1552,"Browse - PRINTERS",
1553,"Browse - TRANSACTIESOORTE",
1554,"Browse - RETENTIETABEL",
1555,"Browse - SPREIDING",
1556,"Browse - AFDELINGEN",
1557,"Browse - DNB_SECTOREN",
1558,"Browse - RENDEMENTSBEREKE",
1559,"Browse - WORKFILE_VERM_AN",
1560,"Browse - RISICOGRAAD",
1561,"Browse - HISTORIE_ADVISEU",
1562,"Browse - MUTATIEKODES",
1563,"Browse - LANDEN",
1564,"Browse - UITGEVENDE_INSTE",
1565,"Browse - CL_PROF_INSTELL",
1566,"Browse - AG_NAWGEGEVENS",
1567,"Browse - VERWIJD_REKENING",
1568,"Browse - VERWIJD_FONDSEN",
1569,"BrowseS - POSITIEMUTATIES",
1570,"Browse - VERWIJD_RELATIES",
1571,"Browse - MARGIN_WERKBESTA",
1572,"Browse - MARGIN_WB_SESSIE",
1573,"Browse - AP_WERKBEST_SESS",
1574,"BrowseS - RENTE_RENSEIGNE",
1575,"Browse - RENTEBASISPERCEN",
1576,"Browse - KOPPELTABEL_CROS",
1577,"BrowseS - NOTA_MAILBOX",
1578,"Browse - IPL_INSTRUCTIEPE",
1579,"Browse - EMISSIETYPES",
1580,"Browse - TYPE_BELEGG_INST",
1581,"Browse - REKENING_SOORTEN",
1582,"Browse - BEWAARLOON",
1583,"Browse - INSTRUKTIECODES",
1584,"BrowseS - BEREKENDE_BEWAA",
1585,"Browse - ITEMKODES",
1586,"Browse - NACHTPROC_DEFINI",
1587,"Browse - KALENDER",
1588,"Browse - EMISSIES",
1589,"Browse - LEVERINGSINSTRUC",
1590,"Browse - WAARDESTAAT_TEKS",
1591,"Browse - DEELTRANSACTIES",
1592,"Browse - COURTAGE_HEADER",
1593,"Browse - SESSION_INFO",
1594,"Browse - LICENTIE_GEBRUIK",
1595,"Browse - COMPONENTFORMULE",
1596,"Browse - STUKSOORTEN",
1597,"Browse - LEVINSTRKOOP_VER",
1598,"Browse - PRINTER_QUEUE",
1599,"Browse - KOPP_FORM_TEKST",
1600,"Browse - SELEKTIE_GTS",
1601,"Browse - POSITIES_GTS",
1602,"Browse - VERZEND_CLIENTEN",
1603,"Browse - KOPP_VERZENDPOST",
1604,"Browse - SCHADUWOPENSTPOS",
1605,"Browse - SERVICEPRF_CLIEN",
1606,"Browse - CONCEPT_POSITIES",
1607,"Browse - BATCHES_GROOTBOE",
1608,"Browse - DAGAFFREQUENTIE",
1609,"Browse - JP_PER_TRANS_EN_",
1610,"Browse - CLIENTPROVKORTIN",
1611,"Browse - LAYOUT_CORR_TEKS",
1612,"Browse - CORRESPONDENTIET",
1613,"Browse - BANKTABEL",
1614,"Browse - INSTELLINGEN",
1615,"Browse - PRINTGROEPEN",
1616,"Browse - FORMULIER_TEMPLA",
1617,"Browse - SIGNALERING_OB",
1618,"Browse - AUTOM_OPN_VERSTU",
1619,"Browse - FONDSEN_EX_DIVID",
1620,"Browse - INFORMATIE_SOORT",
1621,"Browse - BEURSTIJDENPERBE",
1622,"Browse - MATCHRUN_CUSTODI",
1623,"BrowseS - POSMUTTRANSDATU",
1624,"Browse - BTW_TABEL",
1625,"Browse - MATCHRUN_EXTERND",
1626,"Browse - MATCHRUN_SCHAD_D",
1627,"Browse - EXT_FONDSENST_CO",
1628,"Browse - FONDSENST_AANVR",
1629,"Browse - FONDSEN_SELECTIE",
1630,"Browse - FONDSENST_HEADER",
1631,"Browse - FONDSENST_DETAIL",
1632,"Browse - BROKERS",
1633,"Browse - BEURZEN",
1634,"Browse - VASTE_NIET_WERKD",
1635,"Browse - VARIA_NIET_WERKD",
1636,"Browse - EERSTE_PAASDAGEN",
1637,"Browse - KALENDER_PER_BEU",
1638,"Browse - PRODCONVWRKBSTND",
1639,"Browse - WORKFILE_LENINGE",
1640,"Browse - BEURSIDENTIFICAT",
1641,"Browse - RENSEIGN_SOORTEN",
1642,"Browse - BEGIN_EIND_ZOMER",
1643,"Browse - DOORBELHEADER",
1644,"Browse - DOORBELREGELS",
1645,"Browse - KA_SYSTEEMGEGEVE",
1646,"Browse - DOORBELCLIENTGEG",
1647,"Browse - DOORBELBEREKEND",
1648,"Browse - POS_RECALC_INFO",
1649,"Browse - RENTERENSBESTAND",
1650,"Browse - RENTERENSPERIODE",
1651,"Browse - RENTERENSDETAIL",
1652,"Browse - RENTERENS_TOTAAL",
1653,"Browse - HERKOMSTCODES",
1654,"Browse - BELADVRECHTENTAB",
1655,"Browse - MS_SYSTEEM_GEGEV",
1656,"Browse - DEPOT_CIJFERS",
1657,"Browse - VERMOGEN",
1658,"Browse - VERMOGENGRFONDSE",
1659,"Browse - PROVISIE",
1660,"Browse - OPBRENGSTEN",
1661,"Browse - COUPONS_DIVIDEND",
1662,"Browse - PORTEFEUILLEASSE",
1663,"Browse - HULPBESTGR_KLVER",
1664,"Browse - DEFBI_GEG_BI_TYP",
1665,"Browse - TOEGELORDERCONTR",
1666,"Browse - KA_REKENING_INFO",
1667,"Browse - RELATIEVERDRAG",
1668,"Browse - INKOMENSSOORTEN",
1669,"Browse - BELASTINGSVERDRA",
1670,"Browse - VERDRAGGROEP",
1671,"Browse - INKOMENSVERDRAGP",
1672,"BrowseS - ORDERS",
1673,"BrowseS - ORDERSUITVOERIN",
1674,"BrowseS - ORDERSSTATUSVER",
1675,"Browse - VW_ORDERS_PER_RE",
1676,"Browse - TMP_ORDERS",
1677,"Browse - ORDERSUITVOERDET",
1678,"BrowseS - ORDERSDETAILLER",
1679,"Browse - ORDERMODIFICATIE",
1680,"Browse - ORDERDETAILMODIF",
1681,"Browse - ORDERSREPORTNUMB",
1682,"Browse - TMP_ORDERSDETAIL",
1683,"BrowseS - ORDHISORDERS",
1684,"BrowseS - ORDHISUITVOERIN",
1685,"BrowseS - ORDHISSTATUSVER",
1686,"Browse - ORDHISREPORTNUMB",
1687,"BrowseS - ORDHISDETAILLER",
1688,"Browse - VW_ORDHISORDERS_",
1689,"Browse - ORDERTELLERS",
1690,"Browse - HELPKOPPELBESTAN",
1691,"Browse - HELPREGISTRATIE",
1692,"Browse - VRUCHTGEBR_OPBRE",
1693,"Browse - TAX_FISCAALNRTYP",
1694,"Browse - TAX_RELFISCAALNR",
1695,"Browse - SECURITYGROEPEN",
1696,"Browse - HANDELSFASE_SEC_",
1697,"Browse - SECURITYSTATUS_F",
1698,"Browse - OMSCHR_HANDELSFA",
1699,"Browse - OMSCH_SECURITYST",
1700,"Browse - BR_HEADER",
1701,"Browse - BR_REGELS",
1702,"Browse - ORDERT_NSC_STATU",
1703,"Browse - SEC_ST_NSC_STATU",
1704,"Browse - MARGES_STANDEN",
1705,"Browse - PRODUKTCORRECTIE",
1706,"Browse - VERTAAL_OALS_CST",
1707,"Browse - MODELPORTEFEUILL",
1708,"Browse - FONDSSELECTIE_BR",
1709,"Browse - MAILREQUEST",
1710,"Browse - INSTELLINGEN_IB",
1711,"Browse - NSCEXECRPRTSIGNA",
1712,"Browse - CMF_BERICH_NAV_O",
1713,"Browse - FX_CONTRACTEN",
1714,"Browse - DEFCLIENTGEGEVEN",
1715,"Browse - DEFREKENINGGEGEV",
1716,"Browse - FILE_TRANSFER",
1717,"Browse - REGIOS",
1718,"Browse - HOLDINGS",
1719,"Browse - OVERRULE_AKTIES",
1720,"Browse - BELEGGINGSDOELST",
1721,"Browse - VORM_CONTACT",
1722,"Browse - FREQUENTIE_CONTA",
1723,"Browse - APPLICATION_LIST",
1724,"Browse - MD_MODULE_DEFINI",
1725,"BrowseS - RETPROVISIERC",
1726,"Browse - COMMKANONDERNEMI",
1727,"Browse - GB_GROOTBOEKSESS",
1728,"Browse - MF_MUTATIE_FUTUR",
1729,"Browse - CR_CLOSING_RESUL",
1730,"Browse - OBLIGO_VERPLICHT",
1731,"Browse - GEBLOKKEERDE_POS",
1732,"BrowseS - ON_LINE_DOSSIER",
1733,"Browse - VW_KG_KREDIETGRO",
1734,"Browse - HISTORISCH_OBLIG",
1735,"Browse - MD_MARGIN_AP_DET",
1736,"Browse - KG_KREDIETGROEPE",
1737,"Browse - HIST_MARGIN_P_OP",
1738,"Browse - ONLD_NAW_GEGEVEN",
1739,"Browse - EP_KOERSLEV_MUNT",
1740,"Browse - BEVESTIGING_MAIL",
1741,"Browse - IKV_CMG_INTERFAC",
1742,"Browse - RAPPORTAGEINSTEL",
1743,"Browse - RAPPORTAGEGRENZE",
1744,"Browse - WERKBESTDEPOTOVZ",
1745,"Browse - DEPOTOVERZICHT",
1746,"Browse - AUTORISATIECODES",
1747,"Browse - CLIENTGROEPEN",
1748,"Browse - TMP_DEPOTOVERZIC",
1749,"Browse - RB_RELATIEBATCHH",
1750,"Browse - RB_RELATIEBATCHD",
1751,"Browse - VERZAMELRELATIES",
1752,"Browse - REKENINGGROEPEN",
1753,"Browse - DEPOSITORY_CODES",
1754,"Browse - FYSIEKE_BOEKINGE",
1755,"Browse - STUKNRS_BOEKING",
1756,"Browse - STUKNRS_REKENING",
1757,"Browse - COUPURES",
1758,"Browse - VERMISTE_STUKKEN",
1759,"Browse - WERKBESTAND_SALD",
1760,"Browse - AUDIT_HEADER",
1761,"Browse - AUDIT_EXCL_COLUM",
1762,"Browse - AUDIT_DETAIL",
1763,"Browse - AUDIT_DEFINITION",
1764,"Browse - CLIENTGROEP_VIEW",
1765,"Browse - RECHTSVORM",
1766,"Browse - RISICOBEROEP",
1767,"Browse - MIDAS_BEDRAGSOOR",
1768,"Browse - MIDAS_BEDRAGEN",
1769,"Browse - TICKSIZETABEL_HE",
1770,"Browse - TICKSIZETABEL_DE",
1771,"Browse - PERFORMANCEOVERZ",
1772,"Browse - BI_BATCHSERVERIN",
1773,"Browse - BS_BATCHSERVERS",
1774,"Browse - CN_CTLNUMMERS",
1775,"Browse - PR_PROCESSEN",
1776,"Browse - UT_UITSLUITINGEN",
1777,"Browse - PI_PROCESINSTELL",
1778,"Browse - VP_VERVOLGPROCES",
1779,"Browse - BO_BATCHOPDRACHT",
1780,"Browse - PM_BATCHOPDRPARM",
1781,"Browse - LB_LOGBESTAND",
1782,"Browse - MB_MONITORBESTAN",
1783,"Browse - REMOTE_JOBS",
1784,"Browse - IF_INSTELLINGEN",
1785,"Browse - IF_MARKETMATCHRE",
1786,"Browse - IF_CLEARINGACCOU",
1787,"Browse - VERVANG_STRING",
1788,"Browse - IF_INTERFACEHEAD",
1789,"Browse - ID_INTERFACEDETA",
1790,"Browse - SN_SEQUENCE_NUMM",
1791,"Browse - QH_QUEUEHEADER",
1792,"Browse - SV_STATUSVERLOOP",
1793,"Browse - BA_BATCHAANTAL",
1794,"Browse - FT_FOUTBESTAND",
1795,"Browse - OD_ORGINEELDETAI",
1796,"Browse - FC_FOUTMELDINGEN",
1797,"Browse - EQI_TRANSACTIES",
1798,"Browse - EQI_RELATIES",
1799,"Browse - EQI_NAWGEGEVENS",
1800,"Browse - EQI_DEELTRANSACT",
1801,"Browse - EQI_REKENINGEN",
1802,"Browse - EQI_OMCODERINGTA",
1803,"Browse - EQO_TRANSACTIES",
1804,"Browse - EQO_GROOTBOEKMUT",
1805,"Browse - EQI_BELEGGINGSIN",
1806,"Browse - EQI_LENDING_VALU",
1807,"Browse - EQO_LENDING_VALU",
1808,"Browse - EQO_CUSTOMER_POR",
1809,"Browse - EQI_GELDSALDO",
1810,"Browse - EQO_GELDSALDO",
1811,"Browse - EQO_REKENINGEN",
1812,"Browse - EQO_CLIENTEN",
1813,"Browse - EQI_KOERSEN",
1814,"Browse - EQO_BELEGGINGSIN",
1815,"Browse - EQI_MUNTKOERSEN",
1816,"Browse - EQO_KOERSEN",
1817,"Browse - EQO_ACCOUNT_INFO",
1818,"Browse - EQO_CLIENT_INFO",
1819,"Browse - EQO_FONDSEN",
1820,"Browse - EQO_POSITIES",
1821,"Browse - EQI_TRANSACTIONS",
1822,"Browse - FR_BELEGGINGSINS",
1823,"Browse - FR_REKENINGEN",
1824,"Browse - EQI_EXERCISECONV",
1825,"Browse - FR_CODERINGEN",
1826,"Browse - FR_EXPORT",
1827,"Browse - IP_I_INSTRPRICES",
1828,"Browse - CD_I_CASHDIVIDEN",
1829,"Browse - BGC_REKENINGEN",
1830,"Browse - BGC_INFORMATIE",
1831,"Browse - PERIOD_BETALINGE",
1832,"Browse - BGC_BOEKINGSUITV",
1833,"Browse - BGC_EXPORT_BATCH",
1834,"Browse - GELDBATCHES_HEAD",
1835,"Browse - GELDBATCHES_DETA",
1836,"Browse - GELDBATCH_JOURNA",
1837,"Browse - BGC_AANVULLENDE_",
1838,"Browse - TRANS_TYPE",
1839,"Browse - TRANS_MUT_SCHEME",
1840,"Browse - TRANS_TYPE_GROUP",
1841,"Browse - TRANS_TYPE_CHECK",
1842,"Browse - TRANS_TYPE_GROUP",
1843,"Browse - TRANS_VALID_COMB",
1844,"Browse - TRANS_VALID_TYPE",
1845,"Browse - TRANS_VALID_TYPE",
1846,"Browse - TRANS_PROCES_CAT",
1847,"Browse - TPC_FINANCIAL_IN",
1848,"Browse - VW_TRANSACTION_L",
1849,"Browse - TRANS_KOSTENCOMP",
1850,"Browse - FOUTIEVE_TRNS_EV",
1851,"Browse - TRANSTERMINAL_EI",
1852,"Browse - OTI_ORDERTRAJINS",
1853,"Browse - CATEGORIERELATIE",
1854,"Browse - CLIENTTYPE",
1855,"Browse - BELEGGINGSHORIZO",
1856,"Browse - ECD_ERRORMESSAGE",
1857,"Browse - CMF_EP_MSGTYPE",
1858,"Browse - RENSVERBANDSCONT",
1859,"Browse - RENTESCHALEN_HEA",
1860,"Browse - RENTESCHALEN_DET",
1861,"Browse - TAALCODES",
1862,"Browse - LIFFE_BEURSCODE_",
1863,"Browse - RENSHASHTOTAAL",
1864,"Browse - VW_DEPOSITO_CONT",
1865,"Browse - PEILDATA",
1866,"Browse - FIATTERING_LOGBO",
1867,"Browse - REMISIERS",
1868,"Browse - ADV_TEAM_BEHANDE",
1869,"Browse - CLIENT_BEOORD_FA",
1870,"Browse - RELEASE_GEGEVENS",
1871,"Browse - FONDSSELECTIE",
1872,"Browse - INFOSOORTPERIB",
1873,"Browse - KOPPELING_DEPOT_",
1874,"Browse - AW_AS_EX_WERKBES",
1875,"Browse - AO_AS_EX_OPTIEPO",
1876,"Browse - AFKSOM_REL_HEADE",
1877,"Browse - AFKSOM_REL_DETAI",
1878,"Browse - AFKOOPSOMMENBERE",
1879,"Browse - AFKOOPSOMMENHIST",
1880,"BrowseS - HR_HEADER",
1881,"Browse - CI_EP_BERICHTSOO",
1882,"Browse - DATUMCONTROLE",
1883,"Browse - ABACUS_ULTIMO_PO",
1884,"Browse - TR_O_TRANSREQ",
1885,"Browse - SR_O_STORNOREQ",
1886,"Browse - RR_O_RECALCREQ",
1887,"Browse - DRA_RAPPORTAGEMO",
1888,"Browse - DRA_POS_VERHUIZE",
1889,"Browse - VERHUIZINGEN",
1890,"Browse - FA_MODULE_INSTEL",
1891,"Browse - FA_EXPORT_SOORTE",
1892,"Browse - PL_INSTELLINGEN",
1893,"Browse - PL_BEGINSTANDEN",
1894,"Browse - PL_EINDSTANDEN",
1895,"Browse - PL_MUTATIEBESTAN",
1896,"Browse - TRANS_PROFIEL_TA",
1897,"Browse - TRANS_PROFIEL_RE",
1898,"Browse - RISICO_INDICATIE",
1899,"Browse - DOEL_CLIENT",
1900,"Browse - BELEGGINGSPROFIE",
1901,"Browse - GROEILIJN_PERCEN",
1902,"Browse - RELATIE_HIST_GRO",
1903,"Browse - CLEARING_SETTING",
1904,"Browse - CLEARING_TUSSENR",
1905,"Browse - VW_CLEARING_MATC",
1906,"Browse - VW_CLEARING_UNMA",
1907,"Browse - CLEARING_TRADES",
1908,"Browse - TRADE_LEG_CREATI",
1909,"Browse - TRADE_LEG_MODIFI",
1910,"Browse - TRADE_LEG_DELETI",
1911,"Browse - TRADEMATCHING_EF",
1912,"Browse - C21_TRADE_LEG_RE",
1913,"Browse - CII_ONBEKEND_BER",
1914,"Browse - PR3_HEADER",
1915,"Browse - PR3_DETAIL",
1916,"Browse - PR3_PREVIOUS_DAY",
1917,"Browse - PR3_RESUME_DAY",
1918,"Browse - MODULE_INSTEL_SE",
1919,"Browse - SETTLBATCHES_HEA",
1920,"Browse - SETTLBATCHES_DET",
1921,"Browse - SETTL_INST_BEWPL",
1922,"Browse - SWIFT_REKENINGEN",
1923,"Browse - SW_SETT_AFSPR_HE",
1924,"Browse - SW_SETT_AFSPR_DE",
1925,"Browse - SWIFT_DYNAM_INST",
1926,"Browse - SWIFT_HEADER",
1927,"Browse - SWIFT_DETAIL",
1928,"Browse - SWIFT_BIC_CODES",
1929,"Browse - SWIFT_BATCH",
1930,"Browse - SWIFT_TYPE_CONTR",
1931,"Browse - SWIFT_DEFAULT_TE",
1932,"Browse - SWIFT_ISO_LAND",
1933,"Browse - SWIFT_ISO_BEINCO",
1934,"Browse - SWIFT_RELATIE",
1935,"Browse - SWIFT_BANK",
1936,"Browse - SWIFT_BEVESTIGIN",
1937,"Browse - SW_WERKBESTAND",
1938,"Browse - SWIFT_TABELGEGEV",
1939,"Browse - SW_FONDSOMSCHRIJ",
1940,"Browse - SWIFT_HEADER_HIS",
1941,"Browse - SWIFT_DETAIL_HIS",
1942,"Browse - SWIFT_BIC_MT_ONT",
1943,"Browse - SW_TEMP_BERICHTE",
1944,"Browse - SW_TEMP_IMPORT_C",
1945,"Browse - SW_TEMP_IMPORT_C",
1946,"Browse - SW_TEMP_IMPORT_F",
1947,"Browse - SW_TEMP_IMPORT_H",
1948,"Browse - SW_TEMP_IMPORT_A",
1949,"Browse - INTERMEDIAIR_GRO",
1950,"Browse - ARRANGEMENT_PROV",
1951,"Browse - ARRANGEMENT_PROV",
1952,"Browse - PRODUCTEN",
1953,"Browse - PRODUCTEN_PER_RE",
1954,"Browse - REKENINGEN_PER_P",
1955,"Browse - TOEP_RELATIES",
1956,"Browse - TOEP_REKENINGEN",
1957,"Browse - TOEP_GELDREKENIN",
1958,"Browse - TOEP_VERZENDADRE",
1959,"Browse - TOEP_DELETEADRES",
1960,"Browse - TOEP_BETALINGEN",
1961,"Browse - TOEP_BIJZONDERE_",
1962,"Browse - TOEP_UITVOERINGE",
1963,"Browse - TOEP_UITKERINGEN",
1964,"Browse - TOEP_SCHADECLAIM",
1965,"Browse - TOEP_GELDBOEKING",
1966,"Browse - TOEP_OBLIGOMARGI",
1967,"Browse - TOEP_TEKORTEN",
1968,"Browse - TOEP_SERVICEKOST",
1969,"Browse - TOEP_UITVOERINGB",
1970,"Browse - TOEP_FONDSEN",
1971,"Browse - TOEP_FONDSENKLEV",
1972,"Browse - EPTO_HIST_WAARDE",
1973,"Browse - EPTO_TRANSACTIES",
1974,"Browse - EPTO_TRANSGELDBL",
1975,"Browse - EPTO_TRANSSTUKBL",
1976,"Browse - EPTO_TRANSKOSTEN",
1977,"Browse - TOEP_DELETEUITKE",
1978,"Browse - RIS_HEADER",
1979,"Browse - RIS_KREDIETMAXIM",
1980,"Browse - RIS_PORTEFEUILLE",
1981,"Browse - RIS_TRANSACTIES",
1982,"Browse - RIS_WAARDEOPGAVE",
1983,"Browse - VERMOGENSOVERZIC",
1984,"Browse - WERKTABEL_KEUZED",
1985,"Browse - CR_RAPP_INSTELLI",
1986,"Browse - BL_LEGEREGELS",
1987,"Browse - PERF_RAPPORT_ODB",
1988,"Browse - KA_MUTATIETYPES",
1989,"Browse - KA_EFFOVB_IMPORT",
1990,"Browse - KA_VDD_IMPORT",
1991,"Browse - KA_EFBVOF_IMPORT",
1992,"Browse - KA_FNDSTT_FNDSTX",
1993,"Browse - KA_DISTRI_IMPORT",
1994,"Browse - KA_DISREL_IMPORT",
1995,"Browse - KA_FIATRI_IMPORT",
1996,"Browse - KA_FIAREL_IMPORT",
1997,"Browse - KA_FIAREK_IMPORT",
1998,"Browse - KA_OPTDDS_IMPORT",
1999,"Browse - KA_OPTEAR_IMPORT",
2000,"Browse - KA_OPTSSC_IMPORT",
2001,"Browse - KA_OPTEXP_IMPORT",
2002,"Browse - KA_OPTDPR_IMPORT",
2003,"Browse - KA_OPTDMR_IMPORT",
2004,"Browse - KA_OPTDSS_IMPORT",
2005,"Browse - KA_OPTSER_IMPORT",
2006,"Browse - KA_FUTDTR_IMPORT",
2007,"Browse - KA_FUTIMR_IMPORT",
2008,"Browse - KA_EFFOVB_EXPORT",
2009,"Browse - KA_VASTE_GEGEVEN",
2010,"Browse - KA_GLDSTD_EXPORT",
2011,"Browse - KA_DECK_BESTANDE",
2012,"Browse - KA_VALUTA_CODES",
2013,"Browse - KA_OTTMUT_IMPORT",
2014,"Browse - KA_OTTPOS_IMPORT",
2015,"Browse - TRADEMATCHING",
2016,"Browse - KA_SCHADUW_DEPOT",
2017,"Browse - PORTMUT_BATCH_HE",
2018,"Browse - KA_EIGEN_REKENIN",
2019,"Browse - KA_GLDMUT_TRIPAR",
2020,"Browse - KA_EFFSTD_INSTEL",
2021,"Browse - KA_EFFSTD_EXPORT",
2022,"Browse - PORTMT_BATCH_DET",
2023,"Browse - KA_RDSNOT_NEW_IM",
2024,"Browse - KA_RP100D_IMPORT",
2025,"Browse - KA_RP101D_IMPORT",
2026,"Browse - KA_RP118D_IMPORT",
2027,"Browse - KA_RP119D_IMPORT",
2028,"Browse - US_GEBRUIKERS",
2029,"Browse - GP_GROEPEN",
2030,"Browse - RT_RECHTEN",
2031,"Browse - RM_RECHTMODULECO",
2032,"Browse - PMR_POPUPMENURIG",
2033,"Browse - KEY_INVENTARISAT",
2034,"Browse - SL_SECURITY_LOG",
2035,"Browse - PL_PRINTER_LOG",
2036,"Browse - UG_USERGROUPS",
2037,"Browse - UR_USERRIGHTS",
2038,"Browse - GR_GROUPRIGHTS",
2039,"Browse - AMI_AMINSTELLING",
2040,"Browse - HUS_GEBRUIKERS",
2041,"Browse - HGP_GROEPEN",
2042,"Browse - HRT_RECHTEN",
2043,"Browse - HUG_USERGROEPEN",
2044,"Browse - HUR_USERRECHTEN",
2045,"Browse - HGR_GROEPRECHTEN",
2046,"Browse - UUS_GEBRUIKERS",
2047,"Browse - UGP_GROEPEN",
2048,"Browse - URT_RECHTEN",
2049,"Browse - UUG_USERGROEPEN",
2050,"Browse - UUR_USERRECHTEN",
2051,"Browse - UGR_GROEPRECHTEN",
2052,"Browse - TELEKURS_FONDS_C",
